Sales ID,Customer ID,Building ID,sale_price,sale_date,total_units,land_sqft,gross_sqft
667130,C85011,1562,7200000,5/21/2015,0,6134,0
682206,C661259,1563,7200000,2/4/2016,2,1542,5000
523440,C638167,1564,7200000,2/23/2016,1,2500,2500
673163,C511737,1565,7200000,8/4/2016,3,2100,3824
703356,C478960,1566,7200000,6/8/2016,2,16600,16655
446535,C545268,1567,7200000,1/19/2017,1,15632,15632
418864,C168231,1568,7182000,8/28/2007,20,7070,21000
428077,C398701,1569,7150000,11/30/2009,71,15000,84000
421792,C660865,1570,7150000,12/2/2016,2,1970,4644
441432,C80203,1571,7141136,2/24/2010,28,8688,0
577897,C91445,1572,7102293,6/14/2016,1,0,0
431803,C562842,1573,7100000,12/29/2009,96,31000,67260
456077,C202420,1574,7100000,6/1/2010,1,5000,4155
437174,C38541,1575,7100000,12/13/2011,20,2733,4112
766948,C52182,1576,7100000,11/7/2012,4,8550,34200
402499,C511199,1577,7100000,1/30/2012,25,5000,21750
619383,C612353,1578,7100000,10/1/2012,30,3705,19890
477161,C284861,1579,7100000,3/19/2014,7,2000,6000
501916,C613544,1580,7100000,4/29/2014,43,15000,62500
574180,C94362,1581,7100000,6/19/2015,2,14530,11180
498148,C419993,1582,7100000,3/7/2017,16,3005,9570
448981,C216305,1583,7100000,10/31/2007,1,10370,19600
629809,C457181,1584,7100000,12/10/2008,47,16000,54500
563403,C652374,1585,7093292,10/27/2008,0,0,0
583289,C154139,1586,7075000,3/15/2016,38,12000,38640
513301,C396412,1587,7067000,4/19/2012,60,9950,54600
585642,C278478,1588,7059952,11/21/2008,21,13600,29795
414752,C350910,1589,7050000,5/7/2013,48,13200,54854
668991,C428962,1590,7050000,3/11/2014,1,32500,23000
614640,C150715,1591,7050000,6/28/2016,2,2000,2320
681231,C314491,1592,7050000,12/3/2007,37,6378,27144
633993,C294965,1593,7049651,7/27/2011,94,23650,104000
644696,C469616,1594,7046841,3/16/2017,1,0,0
652517,C597664,1595,7030000,6/26/2015,16,4400,16720
676015,C518991,1596,7010000,5/5/2014,2,2500,5000
512586,C99124,1597,7008000,7/31/2015,1,40000,79955
565873,C144172,1598,7005700,4/4/2014,4,12000,14560
486542,C165920,1599,7000000,6/11/2009,1,7367,7485
730949,C267929,1600,7000000,9/29/2010,1,4000,26136
574282,C302131,1601,7000000,12/15/2010,1,14695,11229
419156,C85210,1602,7000000,8/16/2010,6,48785,44660
729291,C209555,1603,7000000,2/11/2011,2,2438,2418
721549,C614722,1604,7000000,12/27/2011,1,25000,26000
684158,C93950,1605,7000000,2/9/2011,0,9322,26200
545669,C454449,1606,7000000,12/27/2012,41,9300,43800
644423,C87736,1607,7000000,12/31/2012,1,76486,22355
561389,C489301,1608,7000000,1/3/2012,1,20000,17940
771342,C651822,1609,7000000,8/20/2012,1,86517,77000
574038,C169951,1610,7000000,3/26/2012,1,40025,39510
720317,C459155,1611,7000000,10/10/2013,3,4000,7280
541612,C461151,1612,7000000,5/22/2013,66,15446,62634
561703,C406024,1613,7000000,12/19/2013,29,10294,25256
738496,C502374,1614,7000000,9/26/2013,7,35201,42000
647167,C123614,1615,7000000,1/7/2014,10,3425,13346
757568,C617269,1616,7000000,3/17/2014,1,42000,6885
601520,C436918,1617,7000000,10/3/2014,1,2500,3846
583285,C359777,1618,7000000,12/4/2015,1,74969,1700
583853,C292334,1619,7000000,6/16/2015,1,74969,1700
754327,C466345,1620,7000000,6/22/2015,30,6055,27018
655217,C490928,1621,7000000,12/29/2015,62,15430,62344
457214,C324035,1622,7000000,9/25/2015,8,2700,5400
575377,C569828,1623,7000000,11/23/2015,0,7751,0
430848,C415175,1624,7000000,10/27/2015,8,3000,7200
663001,C439545,1625,7000000,9/22/2015,1,10566,1950
606239,C61622,1626,7000000,4/1/2015,11,5050,20000
468162,C555480,1627,7000000,1/20/2016,35,8450,35922
797483,C393024,1628,7000000,7/19/2016,1,6000,10220
510319,C78211,1629,7000000,1/27/2016,8,2700,7992
663408,C494169,1630,7000000,12/7/2017,2,3098,4576
763488,C215615,1631,7000000,4/1/2017,8,2382,6569
650905,C431013,1632,7000000,6/29/2017,1,19958,3288
522868,C208045,1633,7000000,6/29/2017,2,27300,14000
457886,C307767,1634,7000000,1/11/2017,15,2570,11166
578139,C597573,1635,7000000,9/7/2007,60,14000,45500
790646,C322668,1636,7000000,7/11/2007,0,4620,0
704365,C134399,1637,7000000,4/16/2007,65,15553,84600
655406,C573845,1638,7000000,4/17/2008,15,3921,12420
690797,C649608,1639,7000000,6/26/2008,1,36843,70000
409888,C421797,1640,7000000,9/15/2008,1,0,0
729222,C265906,1641,7000000,8/18/2008,70,15320,65016
664071,C40210,1642,7000000,5/5/2008,0,0,0
529406,C230930,1643,7000000,3/24/2008,0,0,0
501083,C452307,1644,7000000,11/5/2003,3,30000,61148
565434,C356326,1645,7000000,11/19/2003,1,16836,18000
408706,C637082,1646,6978423,10/11/2016,0,0,0
433660,C528919,1647,6972727,12/1/2014,12,4000,17318
680156,C551008,1648,6968270,1/30/2009,1,4100,4175
584387,C629441,1649,6963427,2/19/2009,106,35002,75586
798343,C194513,1650,6950000,6/26/2013,1,29819,32300
744560,C137492,1651,6950000,1/12/2016,10,3631,8228
541474,C283057,1652,6930521,11/3/2017,89,41670,86200
650312,C221579,1653,6925000,6/6/2017,5,6000,18000
648061,C256194,1654,6919004,1/6/2016,3,19100,25975
745600,C489952,1655,6900000,11/6/2013,120,15050,51240
513436,C61087,1656,6900000,10/28/2014,1,5950,5950
469816,C48846,1657,6900000,5/4/2016,20,6388,17800
761580,C491286,1658,6900000,12/4/2007,75,14112,75560
605516,C111223,1659,6900000,3/5/2003,0,0,0
596809,C576628,1660,6900000,3/5/2003,0,0,0
528429,C500262,1661,6900000,3/5/2003,0,0,0
578977,C140411,1662,6898271,9/29/2014,50,12120,45120
723275,C562574,1663,6887500,6/27/2012,8,2500,9546
627448,C481621,1664,6887500,6/27/2012,8,2500,9546
691499,C290060,1665,6875000,10/21/2014,1,4408,3432
597604,C571191,1666,6873187,7/17/2015,2,2288,4876
602129,C247274,1667,6865621,12/20/2007,28,18352,37620
703986,C357675,1668,6850000,7/27/2017,1,1900,4016
608001,C268976,1669,6850000,6/13/2017,16,5000,14296
476741,C604087,1670,6844000,3/10/2015,44,8400,40800
764521,C410756,1671,6838414,3/23/2017,1,0,0
609419,C488314,1672,6836405,6/26/2008,41,9381,41952
540139,C643859,1673,6835000,7/31/2015,1,1506,3759
539960,C334067,1674,6825000,6/2/2014,1,2500,4330
680122,C622393,1675,6825000,2/17/2015,40,11070,30140
522908,C383214,1676,6825000,8/20/2015,39,11242,29568
496894,C483641,1677,6800000,2/27/2014,8,2525,6864
583790,C368828,1678,6800000,8/22/2014,1,12369,2560
682262,C455736,1679,6800000,9/18/2015,48,40500,45324
478701,C184203,1680,6800000,3/26/2015,1,17985,1000
757368,C616305,1681,6800000,2/26/2015,42,10000,30560
500344,C345724,1682,6800000,6/16/2016,28,8300,25200
580995,C326118,1683,6800000,10/19/2016,1,10750,10750
450094,C475345,1684,6800000,3/22/2007,0,4193,0
712607,C546657,1685,6800000,5/29/2008,1,40130,30000
434291,C229068,1686,6796852,4/5/2012,104,49400,106804
694086,C92864,1687,6788169,12/28/2011,56,15750,69342
694706,C239375,1688,6784000,4/19/2012,57,16000,63576
509317,C132761,1689,6750000,12/28/2012,26,10376,42449
533592,C548334,1690,6750000,2/1/2013,3,5000,4000
597786,C48467,1691,6750000,8/15/2013,1,0,0
611548,C328398,1692,6750000,6/12/2014,16,10000,19800
506652,C350674,1693,6750000,10/2/2014,46,10480,40890
797226,C447481,1694,6750000,1/8/2014,23,2993,16128
535081,C245286,1695,6750000,3/17/2015,24,5900,19300
575582,C235685,1696,6750000,8/4/2015,3,1110,2260
405987,C238516,1697,6750000,10/13/2016,1,8000,10000
700144,C70645,1698,6750000,5/10/2016,20,5209,15792
503767,C71257,1699,6750000,8/1/2017,3,2652,4320
458236,C148287,1700,6750000,12/22/2008,0,0,0
636686,C262902,1701,6750000,1/28/2003,1,0,0
714470,C403300,1702,6750000,1/28/2003,1,0,0
436308,C53652,1703,6750000,1/28/2003,1,0,0
736248,C670921,1704,6739666,8/2/2017,33,7650,25400
642545,C40314,1705,6733889,2/21/2013,1,6027,18000
789108,C567728,1706,6733452,6/25/2009,96,43725,151824
656872,C194363,1707,6725000,5/1/2013,1,11447,1900
778167,C80608,1708,6724000,5/2/2012,1,15000,1408
623727,C151319,1709,6706452,3/17/2015,0,0,0
443001,C242786,1710,6700000,12/29/2009,55,12500,52830
521060,C671985,1711,6700000,10/8/2013,1,0,0
514713,C559882,1712,6700000,11/3/2014,2,4687,16000
665732,C9592,1713,6700000,5/9/2014,1,60000,24825
555694,C497504,1714,6700000,12/2/2016,1,8500,4200
485833,C89230,1715,6700000,6/8/2017,5,9980,8450
490172,C199258,1716,6700000,12/5/2017,3,2000,4446
644327,C403011,1717,6700000,11/29/2007,6,3100,6750
635616,C366622,1718,6700000,12/11/2007,35,13400,46632
568466,C306190,1719,6693915,6/26/2008,70,19250,55012
437895,C370222,1720,6686500,12/19/2017,17,2500,14250
705834,C227013,1721,6685605,9/29/2014,48,10600,31400
415698,C676538,1722,6666667,4/19/2010,3,74000,52000
638771,C632643,1723,6655682,1/22/2015,1,7140,11700
701728,C469646,1724,6650000,8/7/2013,16,3650,12994
599486,C332388,1725,6650000,4/26/2007,0,0,0
471648,C114696,1726,6650000,10/8/2003,0,45688,85619
666269,C4830,1727,6640858,1/19/2010,0,0,0
742272,C573463,1728,6630000,2/24/2014,58,9782,41596
707500,C142608,1729,6625000,6/30/2016,3,1800,2700
417566,C67169,1730,6608442,9/22/2016,1,0,0
417070,C327512,1731,6600000,12/2/2009,1,29201,50000
602018,C576521,1732,6600000,1/20/2012,16,25744,37362
453986,C80549,1733,6600000,4/17/2012,13,2525,15750
690617,C556733,1734,6600000,3/1/2012,1,8450,18001
750301,C237979,1735,6600000,10/10/2013,16,6629,18400
507794,C669875,1736,6600000,3/19/2013,31,12000,38585
634078,C581945,1737,6600000,11/9/2015,6,2930,5960
681072,C82374,1738,6600000,11/9/2015,0,0,0
477905,C429740,1739,6600000,9/9/2016,2,2054,3800
762275,C590035,1740,6600000,6/20/2017,10,2500,9450
533605,C128220,1741,6600000,2/21/2017,8,3771,15127
419232,C180437,1742,6600000,9/25/2017,1,3200,4500
480779,C245264,1743,6600000,12/6/2007,0,2038,7504
618244,C138054,1744,6600000,5/31/2007,110,22182,96180
411043,C155063,1745,6600000,3/19/2008,1,29201,50000
555499,C174663,1746,6590826,11/20/2015,1,8902,11120
470245,C384814,1747,6575000,6/29/2011,1,40130,30000
723893,C46908,1748,6569125,10/7/2015,32,9187,33280
630623,C234855,1749,6550000,3/23/2012,12,6650,31520
661918,C310836,1750,6550000,12/6/2012,0,7500,16875
744932,C50731,1751,6550000,12/1/2014,41,10000,32120
775145,C368587,1752,6550000,11/16/2015,2,1360,1920
406718,C605314,1753,6550000,3/13/2015,4,2500,5875
690630,C429098,1754,6550000,7/27/2016,36,8658,26640
581102,C671405,1755,6532931,3/28/2013,0,7500,0
417703,C273829,1756,6530000,6/28/2016,3,6230,6605
418728,C636945,1757,6520000,5/1/2014,38,10000,36000
448654,C333138,1758,6500168,5/15/2008,6,1800,4500
440161,C620481,1759,6500000,12/20/2010,23,4725,28430
473531,C522176,1760,6500000,11/30/2011,1,10766,23000
746418,C396353,1761,6500000,8/3/2011,0,9717,0
708899,C603368,1762,6500000,2/2/2011,1,40500,31500
665403,C391002,1763,6500000,6/10/2011,0,2446,0
687117,C100304,1764,6500000,8/29/2013,5,20800,42796
549644,C335402,1765,6500000,9/12/2013,42,11000,33800
442538,C455479,1766,6500000,6/25/2013,8,4900,13560
672198,C474336,1767,6500000,5/7/2013,36,5451,21740
473248,C304907,1768,6500000,6/19/2013,1,5329,6600
582277,C61163,1769,6500000,1/8/2014,1,20550,16800
462979,C325566,1770,6500000,8/11/2014,0,5550,5550
659268,C243235,1771,6500000,12/11/2014,43,10000,31000
642192,C631824,1772,6500000,6/25/2014,7,4500,9376
609309,C503768,1773,6500000,11/18/2014,2,4200,6300
568802,C521954,1774,6500000,11/4/2014,12,2500,7000
476092,C148461,1775,6500000,12/18/2014,1,6604,5900
714720,C442220,1776,6500000,6/16/2014,1,0,0
406226,C500359,1777,6500000,3/27/2014,4,3507,8507
556475,C94662,1778,6500000,12/19/2014,11,3550,10175
536446,C592698,1779,6500000,1/14/2014,0,7792,0
533309,C160552,1780,6500000,12/16/2015,0,0,0
674410,C598196,1781,6500000,4/15/2015,20,6000,21120
604287,C579825,1782,6500000,5/15/2015,7,2997,2672
639203,C210772,1783,6500000,6/30/2015,1,3635,3700
765504,C26922,1784,6500000,7/15/2015,0,10000,0
687423,C160569,1785,6500000,8/4/2016,1,36000,36000
486890,C370158,1786,6500000,12/14/2016,7,4678,6527
444737,C619764,1787,6500000,8/25/2017,12,15775,15000
626729,C261566,1788,6500000,1/5/2017,3,8428,16017
480053,C399867,1789,6500000,6/15/2007,1,4500,7225
592016,C212977,1790,6500000,7/25/2007,1,14518,28150
540631,C556821,1791,6500000,2/15/2008,40,5000,19350
652019,C57839,1792,6499926,12/21/2007,264,114025,298933
531485,C546536,1793,6496800,10/9/2014,1,2217,4356
792035,C525556,1794,6492500,3/31/2017,9,2700,13108
422848,C364329,1795,6488500,9/24/2007,0,19000,42112
672134,C194484,1796,6472607,3/30/2017,1,0,0
730369,C23257,1797,6471647,8/10/2007,63,12792,46680
764886,C142170,1798,6450000,6/25/2013,2,9501,26696
576769,C143416,1799,6450000,12/30/2013,29,5008,18960
551053,C90495,1800,6450000,5/28/2014,1,14482,68233
787670,C569125,1801,6450000,8/6/2014,1,5200,5200
799433,C160054,1802,6450000,3/3/2008,0,0,0
768575,C425213,1803,6439596,3/2/2010,4,42633,269845
760344,C139278,1804,6439124,6/29/2016,6,2600,5694
505286,C397049,1805,6425000,5/29/2015,1,29133,44707
606899,C74682,1806,6418586,9/8/2017,1,0,0
543326,C275249,1807,6416666,9/21/2010,1,39000,12880
469894,C450832,1808,6416586,6/8/2012,18,8580,47850
445822,C670797,1809,6412287,1/7/2008,43,10000,52200
493685,C421914,1810,6400000,5/16/2012,60,16704,70998
459516,C591093,1811,6400000,6/20/2014,2,2078,3880
734199,C49470,1812,6400000,1/16/2014,1,5075,20300
757212,C363912,1813,6400000,12/30/2015,2,2336,5150
703919,C437230,1814,6400000,6/29/2015,2,8000,6500
723651,C660893,1815,6400000,4/21/2015,31,12465,21600
774622,C42808,1816,6400000,4/20/2016,23,4080,12609
469254,C613015,1817,6400000,11/17/2016,0,12500,0
761998,C463714,1818,6400000,4/7/2016,8,2500,7526
792416,C524902,1819,6400000,9/7/2016,1,1743,4860
757890,C652490,1820,6400000,8/1/2016,2,14000,23000
632224,C102228,1821,6400000,7/21/2016,1,12000,22800
613942,C515789,1822,6387550,3/16/2016,0,46725,0
673765,C170756,1823,6375000,11/6/2012,5,3844,8548
455594,C332765,1824,6375000,11/6/2012,4,3628,8407
522880,C252983,1825,6356608,3/14/2014,6,48000,229926
539872,C554356,1826,6355355,10/8/2014,2,4007,7200
746739,C232166,1827,6350000,12/3/2014,16,3500,10570
621770,C569643,1828,6350000,12/21/2015,14,2450,8500
576397,C80330,1829,6325000,5/8/2014,1,7500,22500
521291,C357192,1830,6320000,8/29/2013,0,4000,0
590267,C191247,1831,6311405,6/26/2008,66,15446,62634
664508,C86641,1832,6301849,4/4/2014,10,2200,5492
431871,C115249,1833,6300000,12/22/2010,1,95504,9313
755341,C359961,1834,6300000,12/30/2011,0,2038,7504
436118,C575419,1835,6300000,12/12/2013,47,11480,52764
662361,C270021,1836,6300000,5/29/2014,0,3267,0
680827,C535502,1837,6300000,1/15/2014,47,9909,39960
417993,C670605,1838,6300000,11/24/2015,1,1840,5520
464632,C304680,1839,6300000,3/16/2015,17,4450,12068
457017,C265024,1840,6300000,2/5/2016,1,11000,2050
457663,C406062,1841,6300000,5/31/2016,8,3240,3700
775999,C70535,1842,6300000,2/6/2017,0,8000,0
403108,C279540,1843,6300000,2/23/2017,16,3000,8952
577047,C463548,1844,6300000,12/1/2017,8,1613,3791
692055,C213838,1845,6300000,4/9/2008,0,29235,0
510985,C278887,1846,6300000,3/14/2008,2,2600,5460
626519,C231976,1847,6300000,2/15/2008,2,10522,19680
403803,C242176,1848,6283000,12/16/2008,13,3000,12000
713228,C371793,1849,6268018,5/3/2012,1,8000,18000
709544,C237573,1850,6262500,1/19/2012,1,35794,99941
468858,C65136,1851,6250000,2/12/2009,4,4000,9350
572040,C58167,1852,6250000,8/4/2009,3,12500,26250
726562,C107204,1853,6250000,10/14/2014,1,2084,3464
525461,C316815,1854,6250000,11/24/2014,1,4800,4800
661752,C114566,1855,6250000,6/11/2015,1,5300,14760
520698,C309486,1856,6250000,1/13/2015,4,1800,4000
458260,C582779,1857,6250000,5/1/2015,2,2500,4700
533077,C312581,1858,6250000,10/9/2015,5,10000,8000
443099,C106408,1859,6250000,2/5/2015,8,2500,7200
580672,C582231,1860,6250000,2/24/2016,1,10000,17100
790622,C6897,1861,6250000,7/5/2016,5,1976,6044
521466,C152123,1862,6250000,9/27/2017,1,12400,3185
447045,C292575,1863,6250000,7/24/2008,44,10000,30695
447752,C558432,1864,6250000,5/6/2003,48,8753,65645
446151,C168304,1865,6226731,12/22/2011,0,2200,0
610857,C502456,1866,6226266,6/20/2016,21,5000,17650
441297,C180614,1867,6202000,4/19/2012,59,15000,65192
457933,C455560,1868,6200000,9/3/2009,48,10000,45600
789655,C28345,1869,6200000,1/28/2009,43,13750,40800
774394,C450962,1870,6200000,7/15/2010,1,1869,4600
665431,C535674,1871,6200000,4/7/2010,1,52499,31450
438175,C446836,1872,6200000,11/15/2012,1,26060,7785
760807,C603086,1873,6200000,3/22/2012,4,38745,34773
658280,C559515,1874,6200000,4/25/2013,10,1979,7444
654856,C128798,1875,6200000,11/1/2013,0,8546,0
471657,C672535,1876,6200000,8/26/2014,1,15830,15833
413324,C53416,1877,6200000,3/6/2015,32,8500,23365
608941,C299307,1878,6200000,12/15/2015,1,4000,5150
651231,C341939,1879,6200000,11/3/2015,2,2200,6459
492607,C595024,1880,6200000,3/1/2016,6,2000,6440
788170,C70635,1881,6200000,4/20/2016,0,2000,0
424375,C9555,1882,6200000,9/15/2017,19,5000,17800
626834,C328479,1883,6200000,10/31/2007,1,19831,18000
648695,C607415,1884,6192343,4/15/2015,29,9000,32400
614454,C65551,1885,6187590,11/17/2009,104,16307,123700
569424,C277523,1886,6186990,8/10/2015,16,1680,7036
738623,C129579,1887,6183222,11/10/2011,2,6000,6000
417495,C339355,1888,6180000,4/19/2012,60,12829,51156
715781,C213178,1889,6180000,3/29/2017,1,5487,1550
442779,C601051,1890,6178000,10/14/2015,0,7500,7500
687113,C525219,1891,6175000,12/23/2010,1,45365,35210
670192,C217254,1892,6175000,7/1/2010,54,11000,55200
743078,C505468,1893,6175000,2/13/2012,1,6568,5700
757404,C497478,1894,6166667,4/18/2011,0,2000,4100
720742,C60542,1895,6165000,8/23/2017,1,1250,1125
410998,C568159,1896,6157500,10/18/2013,10,2300,6049
405777,C108858,1897,6157500,10/18/2013,8,2300,6072
562138,C408277,1898,6150000,7/16/2010,0,0,0
652250,C10467,1899,6150000,7/14/2015,1,1206,3192
654129,C238515,1900,6150000,3/24/2015,7,23153,74904
748313,C259944,1901,6150000,8/8/2016,1,5509,0
403811,C599715,1902,6145934,6/30/2017,103,5760,72781
630588,C57019,1903,6145200,8/21/2013,1,0,0
537556,C209299,1904,6130000,11/12/2010,1,9000,6150
435777,C127966,1905,6130000,5/29/2011,1,9142,10000
718773,C421098,1906,6129000,1/19/2017,1,3400,2559
704154,C77399,1907,6125000,2/14/2017,1,4750,6500
564884,C658084,1908,6125000,6/5/2007,1,1506,3756
450969,C479393,1909,6120151,6/26/2008,66,24534,56000
735984,C314231,1910,6112911,5/12/2017,1,0,0
449935,C459065,1911,6100000,9/27/2011,78,20815,82542
532983,C538821,1912,6100000,7/21/2011,21,7500,42500
783055,C276172,1913,6100000,8/20/2013,15,3432,16038
518895,C41925,1914,6100000,10/8/2013,1,10020,10020
500485,C186789,1915,6100000,10/7/2014,20,5000,13528
734351,C194288,1916,6100000,11/4/2014,1,2300,2300
582050,C419335,1917,6100000,7/20/2015,45,9396,37584
474168,C369299,1918,6100000,10/19/2015,1,6500,11200
449776,C96309,1919,6100000,1/28/2016,1,6000,4020
453381,C628052,1920,6100000,6/16/2016,24,6200,20480
705406,C579702,1921,6100000,5/4/2016,40,7500,22400
481084,C571647,1922,6100000,8/3/2017,33,6900,18400
575487,C298531,1923,6100000,9/19/2003,43,12877,38490
756656,C468867,1924,6090750,6/15/2017,4,16430,13280
791281,C137955,1925,6083005,8/1/2017,1,0,0
732970,C516489,1926,6080000,11/29/2010,65,15548,69700
411218,C93561,1927,6080000,6/15/2016,1,11150,8940
597953,C633554,1928,6075000,3/8/2017,1,9320,5888
426670,C415610,1929,6065280,12/19/2016,30,7900,22120
438758,C564237,1930,6065280,12/19/2016,35,7049,29934
567658,C45362,1931,6064184,10/22/2012,1,0,0
657149,C591599,1932,6062247,12/21/2007,260,102200,214948
458729,C164898,1933,6060000,3/14/2013,63,15750,47680
411535,C75915,1934,6060000,4/28/2015,1,10000,10000
763782,C277411,1935,6052000,2/10/2012,1,6000,2780
614891,C630467,1936,6051816,6/1/2017,1,0,0
461638,C403989,1937,6050000,11/15/2012,8,2040,7480
440567,C546431,1938,6050000,6/9/2014,0,1211,0
556144,C305515,1939,6050000,4/18/2016,6,2500,4125
713948,C429852,1940,6050000,6/2/2008,56,15750,69342
752960,C354205,1941,6040000,11/2/2017,1,4000,2478
768888,C406049,1942,6038194,1/6/2014,0,0,0
458224,C521158,1943,6035000,5/26/2010,25,5750,23500
506956,C197257,1944,6029396,4/4/2014,10,2000,6000
786997,C478641,1945,6025000,6/2/2016,6,2435,4824
590900,C571945,1946,6020000,10/24/2017,1,3500,5444
753403,C258520,1947,6012000,2/17/2010,0,0,0
688241,C132665,1948,6010000,12/16/2015,1,8029,16058
656710,C553390,1949,6000000,12/30/2010,7,126067,118367
605147,C446498,1950,6000000,10/4/2011,2,2576,4500
696069,C112306,1951,6000000,9/20/2011,1,9000,6150
555372,C575748,1952,6000000,4/5/2011,1,6000,2697
496188,C669721,1953,6000000,3/28/2012,126,44950,101957
737526,C32977,1954,6000000,12/20/2012,0,7500,0
578826,C590742,1955,6000000,6/21/2012,1,27478,29700
581572,C486711,1956,6000000,10/16/2012,25,5000,23650
608002,C274446,1957,6000000,9/3/2013,2,20166,25800
708897,C231752,1958,6000000,8/1/2013,1,0,0
682284,C149093,1959,6000000,3/1/2013,59,19200,57600
439207,C595205,1960,6000000,7/24/2013,59,11000,46632
414783,C400111,1961,6000000,8/29/2013,0,65340,0
563203,C6518,1962,6000000,6/20/2013,1,11000,21000
748298,C307610,1963,6000000,6/14/2013,1,12500,25875
558329,C79500,1964,6000000,5/28/2013,23,3619,14300
459139,C421507,1965,6000000,8/26/2014,4,2567,4576
511767,C391399,1966,6000000,10/22/2014,12,3441,4280
435134,C262993,1967,6000000,6/12/2014,4,17175,17140
622475,C216525,1968,6000000,8/8/2014,46,13785,37763
713229,C241517,1969,6000000,1/28/2014,2,24850,17850
540674,C444994,1970,6000000,5/12/2014,1,5000,4650
778801,C88676,1971,6000000,8/28/2014,46,14000,35200
710980,C324488,1972,6000000,11/20/2014,8,20000,13410
572796,C202862,1973,6000000,12/11/2014,1,50000,0
612938,C318498,1974,6000000,11/7/2014,1,15000,16192
600574,C587427,1975,6000000,11/3/2015,1,10235,5504
563341,C93295,1976,6000000,3/16/2015,9,2500,7125
425482,C292165,1977,6000000,12/15/2015,1,17500,19000
707289,C417546,1978,6000000,10/27/2015,7,1875,5500
540649,C12135,1979,6000000,3/16/2015,26,9825,22132
484658,C429725,1980,6000000,12/1/2015,1,2000,3390
672356,C235848,1981,6000000,11/12/2015,5,7614,9200
437519,C413605,1982,6000000,6/2/2015,1,5000,9500
711491,C169719,1983,6000000,1/8/2015,1,12521,3870
716495,C227524,1984,6000000,7/15/2015,1,10017,23901
467532,C14674,1985,6000000,8/1/2016,3,4000,12000
616850,C98158,1986,6000000,10/6/2016,1,4170,1952
528460,C452387,1987,6000000,2/10/2016,25,6060,27840
738369,C621136,1988,6000000,9/27/2016,34,6800,29580
766160,C444154,1989,6000000,11/17/2016,7,1875,4050
746881,C581042,1990,6000000,8/17/2017,20,4375,13516
670266,C398173,1991,6000000,11/1/2017,10,2500,9000
698761,C170779,1992,6000000,5/12/2017,1,2500,4470
546146,C365107,1993,6000000,1/13/2017,5,2650,5900
451307,C566086,1994,6000000,10/20/2017,2,1814,3677
596572,C660395,1995,6000000,5/8/2017,23,10500,25484
471821,C390552,1996,6000000,7/21/2017,1,4250,4250
499848,C430880,1997,6000000,10/11/2017,1,14000,2026
735776,C80279,1998,6000000,2/15/2017,5,3480,10510
696312,C400603,1999,6000000,4/30/2007,72,14846,58200
766784,C428237,2000,6000000,8/31/2007,0,14643,0
697867,C189320,2001,6000000,10/30/2007,59,16528,58800
408062,C525776,2002,6000000,8/31/2007,40,10000,34600
623000,C388062,2003,6000000,12/1/2008,16,5764,16124
469734,C247743,2004,6000000,3/18/2008,1,12000,41495
424520,C87381,2005,6000000,11/19/2003,7,57970,73950
505791,C129683,2006,6000000,3/11/2003,1,101275,74180
525925,C98935,2007,5995000,1/15/2015,1,2500,4968
541055,C372809,2008,5993880,1/8/2013,1,0,0
625304,C398644,2009,5990000,5/22/2013,10,3360,9196
593052,C382685,2010,5976252,11/29/2016,1,6783,6606
627440,C642788,2011,5975000,1/8/2015,2,1721,2160
734187,C489987,2012,5975000,7/6/2017,1,2100,4420
714478,C522541,2013,5956721,9/19/2016,1,0,0
535106,C625040,2014,5950000,8/19/2009,0,7400,0
732983,C276404,2015,5950000,9/7/2012,13,6550,0
740696,C343690,2016,5950000,10/13/2016,6,2488,8203
580516,C489117,2017,5950000,6/23/2017,1,12068,10000
625647,C182841,2018,5945000,1/4/2007,52,15035,70097
666738,C428215,2019,5942670,6/18/2014,3,1775,5263
540393,C667582,2020,5940000,5/31/2016,2,6010,11760
686746,C422593,2021,5937880,12/16/2016,1,0,0
681906,C301364,2022,5934901,6/26/2008,31,10000,28064
775632,C48834,2023,5931976,11/7/2013,40,10000,34600
402708,C192590,2024,5931000,9/1/2015,1,4885,6511
495356,C445967,2025,5912437,12/22/2017,1,0,0
636727,C219901,2026,5909261,12/20/2017,1,0,0
707750,C126769,2027,5909261,6/8/2017,1,0,0
673769,C232632,2028,5908904,8/7/2017,1,0,0
569301,C609333,2029,5905000,7/15/2003,0,0,0
778282,C667118,2030,5900000,12/28/2011,66,36566,77740
676417,C328592,2031,5900000,12/28/2011,0,0,0
436700,C356100,2032,5900000,11/6/2012,53,12900,63727
586518,C513675,2033,5900000,7/17/2013,1,10017,10000
503493,C315340,2034,5900000,6/12/2014,32,8175,29103
532512,C673097,2035,5900000,9/11/2014,15,2400,9800
747718,C17417,2036,5900000,5/16/2014,1,0,0
722353,C10629,2037,5900000,10/21/2015,20,4140,15440
616544,C460583,2038,5900000,2/22/2016,16,6505,14615
706114,C344758,2039,5900000,12/1/2016,8,10622,6250
793339,C16295,2040,5900000,6/14/2017,8,2000,6000
552060,C286160,2041,5871250,2/12/2014,5,11330,39000
793640,C466081,2042,5863222,12/22/2016,1,4800,13357
711186,C327486,2043,5860000,4/29/2016,5,1600,5200
688639,C327193,2044,5857591,8/15/2007,0,19500,0
419777,C473288,2045,5850000,10/29/2013,3,14000,35825
712550,C577289,2046,5850000,10/23/2014,8,2050,7200
